id,race_id,driver_id,constructor_id,position,q1,q2,q3
394,602,513,137,6,00:01:18.943,,
395,602,461,140,7,00:01:19.105,,
396,602,477,95,8,00:01:19.119,,
397,602,466,127,9,00:01:19.263,,
398,602,487,145,10,00:01:19.295,,
399,602,460,140,11,00:01:19.468,,
400,602,494,144,12,00:01:19.626,,
401,615,477,95,1,00:01:30.010,,
402,615,500,95,2,00:01:30.053,,
403,615,481,6,3,00:01:30.767,,
404,615,506,108,4,00:01:30.919,,
405,615,461,140,5,00:01:31.384,,
406,615,497,108,6,00:01:31.397,,
407,615,508,127,7,00:01:31.733,,
408,615,495,6,8,00:01:31.767,,
409,615,513,137,9,00:01:32.392,,
410,615,490,137,10,00:01:32.399,,
411,615,514,127,11,00:01:32.726,,
412,615,466,140,12,00:01:33.240,,
413,615,516,94,13,00:01:33.291,,
414,615,487,145,14,00:01:33.383,,
415,615,511,144,15,00:01:33.739,,
416,615,501,118,16,00:01:33.927,,
417,615,515,125,17,00:01:34.646,,
418,615,512,145,18,00:01:34.906,,
419,615,507,94,19,00:01:35.119,,
420,615,503,118,20,00:01:35.140,,
421,615,494,144,21,00:01:35.215,,
422,615,510,125,22,00:01:35.301,,
423,616,477,95,1,00:01:17.092,,
424,616,500,95,2,00:01:17.757,,
425,616,497,108,3,00:01:18.109,,
426,616,481,6,4,00:01:18.250,,
427,616,514,127,5,00:01:18.261,,
428,616,495,6,6,00:01:18.449,,
429,616,508,127,7,00:01:18.652,,
430,616,513,137,8,00:01:18.735,,
431,616,494,144,9,00:01:18.753,,
432,616,506,108,10,00:01:18.761,,
433,616,490,137,11,00:01:18.988,,
434,616,511,144,12,00:01:19.069,,
435,616,487,145,13,00:01:19.344,,
436,616,461,140,14,00:01:19.375,,
437,616,466,140,15,00:01:19.449,,
438,616,512,145,16,00:01:19.644,,
439,616,516,94,17,00:01:20.203,,
440,616,510,125,18,00:01:20.390,,
441,616,515,125,19,00:01:20.459,,
442,616,501,118,20,00:01:20.481,,
443,616,507,94,21,00:01:20.748,,
444,616,503,118,22,00:01:20.847,,
445,617,500,95,1,00:01:25.852,,
446,617,481,6,2,00:01:26.251,,
447,617,477,95,3,00:01:26.632,,
448,617,495,6,4,00:01:26.780,,
449,617,513,137,5,00:01:26.827,,
450,617,497,108,6,00:01:26.876,,
451,617,506,108,7,00:01:26.941,,
452,617,514,127,8,00:01:27.198,,
453,617,490,137,9,00:01:27.483,,
454,617,508,127,10,00:01:27.836,,
455,617,466,140,11,00:01:27.839,,
456,617,461,140,12,00:01:28.016,,
457,617,516,94,13,00:01:28.811,,
458,617,487,145,14,00:01:29.249,,
459,617,494,144,15,00:01:29.320,,
460,617,511,144,16,00:01:29.352,,
461,617,501,118,17,00:01:29.617,,
462,617,503,118,18,00:01:29.617,,
463,617,510,125,19,00:01:30.054,,
464,617,515,125,20,00:01:30.158,,
465,617,507,94,21,00:01:30.437,,
466,617,512,145,22,00:01:31.178,,
467,623,477,95,1,00:01:23.271,,
468,623,481,6,2,00:01:23.720,,
469,623,506,108,3,00:01:24.102,,
470,623,500,95,4,00:01:24.310,,
471,623,495,6,5,00:01:24.436,,
472,623,497,108,6,00:01:24.442,,
473,623,490,137,7,00:01:24.542,,
474,623,466,140,8,00:01:25.081,,
475,623,461,140,9,00:01:25.084,,
476,623,508,127,10,00:01:25.654,,
477,623,514,127,11,00:01:25.760,,
478,623,503,118,12,00:01:26.376,,
479,623,501,118,13,00:01:26.487,,
480,623,511,144,14,00:01:26.808,,
481,623,496,145,15,00:01:26.948,,
482,623,487,145,16,00:01:26.990,,
483,623,516,94,17,00:01:27.061,,
484,623,515,125,18,00:01:28.051,,
485,623,510,125,19,00:01:28.123,,
486,623,507,94,20,00:01:28.608,,
487,623,513,137,21,,,
488,623,494,144,22,,,
489,624,508,127,1,00:01:29.598,,
490,624,466,140,2,00:01:30.317,,
491,624,477,95,3,00:01:30.517,,
492,624,481,6,4,00:01:30.551,,
493,624,487,145,5,00:01:31.005,,
494,624,501,118,6,00:01:31.028,,
495,624,497,108,7,00:01:31.515,,
496,624,495,6,8,00:01:31.651,,
497,624,513,137,9,00:01:31.917,,
498,624,494,144,10,00:01:32.081,,
499,624,506,108,11,00:01:32.083,,
500,624,496,145,12,00:01:32.099,,
501,631,477,95,1,00:01:30.462,,
502,631,500,95,2,00:01:30.946,,
503,631,481,6,3,00:01:31.781,,
504,631,487,145,4,00:01:32.148,,
505,631,497,137,5,00:01:32.276,,
506,631,495,6,6,00:01:32.289,,
507,631,508,127,7,00:01:32.540,,
508,631,513,108,8,00:01:32.691,,
509,631,490,137,9,00:01:32.695,,
510,631,514,127,10,00:01:32.789,,
511,631,506,146,11,00:01:32.888,,
512,631,511,144,12,00:01:32.971,,
513,631,461,145,13,00:01:32.991,,
514,631,503,140,14,00:01:33.374,,
515,631,491,108,15,00:01:33.549,,
516,631,466,140,16,00:01:33.910,,
517,631,516,118,17,00:01:34.182,,
518,631,517,118,18,00:01:34.244,,
519,631,518,146,19,00:01:34.412,,
520,631,494,144,20,00:01:35.068,,
521,631,489,125,21,00:01:35.316,,
522,631,519,125,22,00:01:37.013,,
523,632,477,95,1,00:01:16.568,,
524,632,500,95,2,00:01:16.715,,
525,632,487,145,3,00:01:17.305,,
526,632,481,6,4,00:01:17.578,,
527,632,508,127,5,00:01:17.810,,
528,632,495,6,6,00:01:17.843,,
529,632,490,137,7,00:01:17.884,,
530,632,497,137,8,00:01:17.902,,
531,632,514,127,9,00:01:18.334,,
532,632,461,145,10,00:01:18.374,,
533,632,513,108,11,00:01:18.506,,
534,632,494,144,12,00:01:18.636,,
535,632,511,144,13,00:01:18.684,,
536,632,466,140,14,00:01:18.716,,
537,632,503,140,15,00:01:19.194,,
538,632,491,108,16,00:01:19.452,,
539,632,520,125,17,00:01:20.016,,
540,632,517,118,18,00:01:20.075,,
541,632,516,118,19,00:01:20.096,,
542,632,519,125,20,00:01:20.710,,
543,632,506,146,21,,,
544,633,477,95,1,00:01:26.362,,
545,633,500,95,2,00:01:26.384,,
546,633,481,6,3,00:01:26.538,,
547,633,495,6,4,00:01:26.993,,
548,633,506,146,5,00:01:27.313,,
549,633,487,145,6,00:01:27.409,,
550,633,497,137,7,00:01:27.613,,
551,633,490,137,8,00:01:27.708,,
552,633,513,108,9,00:01:27.770,,
553,633,491,108,10,00:01:28.142,,
554,633,494,144,11,00:01:28.205,,
555,633,461,145,12,00:01:28.246,,
556,633,466,140,13,00:01:28.253,,
557,633,511,144,14,00:01:28.403,,
558,633,503,140,15,00:01:28.599,,
559,633,508,127,16,00:01:28.750,,
560,633,514,127,17,00:01:28.765,,
561,633,517,118,18,00:01:29.293,,
562,633,501,146,19,00:01:29.451,,
563,633,516,118,20,00:01:29.656,,
564,633,519,125,21,00:01:30.035,,
565,633,489,125,22,00:01:30.945,,
566,647,477,95,1,00:01:30.556,,
567,647,500,95,2,00:01:30.910,,
568,647,481,6,3,00:01:31.075,,
569,647,487,6,4,00:01:31.102,,
570,647,497,137,5,00:01:31.359,,
571,647,511,137,6,00:01:31.504,,
572,647,495,147,7,00:01:31.514,,
573,647,506,146,8,00:01:31.968,,
574,647,508,127,9,00:01:31.992,,
575,647,501,140,10,00:01:32.018,,
576,647,513,108,11,00:01:32.220,,
577,647,517,118,12,00:01:32.323,,
578,647,496,118,13,00:01:32.477,,
579,647,514,127,14,00:01:32.775,,
580,647,521,144,15,00:01:33.024,,
581,647,518,146,16,00:01:33.117,,
582,647,466,144,17,00:01:33.197,,
583,647,519,125,18,00:01:33.261,,
584,647,503,140,19,00:01:33.378,,
585,647,461,147,20,00:01:33.638,,
586,647,522,108,21,00:01:33.828,,
587,647,523,125,22,00:01:34.705,,
588,649,477,95,1,00:01:24.714,,
589,649,481,6,2,00:01:24.805,,
590,649,500,95,3,00:01:25.014,,
591,649,487,6,4,00:01:25.871,,
592,649,513,108,5,00:01:25.871,,
593,649,497,137,6,00:01:25.892,,
594,649,495,147,7,00:01:25.929,,
595,649,511,137,8,00:01:26.002,,
596,649,506,146,9,00:01:26.124,,
597,649,503,140,10,00:01:26.238,,
598,649,514,127,11,00:01:26.281,,
599,649,501,140,12,00:01:26.336,,
600,649,517,118,13,00:01:26.349,,
601,649,518,146,14,00:01:26.814,,
602,649,466,144,15,00:01:26.824,,
603,649,496,118,16,00:01:26.845,,
604,649,461,147,17,00:01:27.051,,
605,649,522,108,18,00:01:27.135,,
606,649,508,127,19,00:01:27.253,,
607,649,523,125,20,00:01:28.161,,
608,649,519,125,21,00:01:28.333,,
609,649,521,144,22,00:01:28.361,,
610,650,487,6,1,00:01:25.703,,
611,650,497,137,2,00:01:25.706,,
612,650,477,95,3,00:01:25.741,,
613,650,500,95,4,00:01:26.088,,
614,650,481,6,5,00:01:26.161,,
615,650,522,108,6,00:01:26.733,,
616,650,513,108,7,00:01:26.786,,
617,650,496,118,8,00:01:26.793,,
618,650,495,147,9,00:01:26.818,,
619,650,506,146,10,00:01:27.025,,
620,650,511,137,11,00:01:27.164,,
621,650,508,127,12,00:01:27.253,,
622,650,503,140,13,00:01:27.301,,
623,650,461,147,14,00:01:27.461,,
624,650,466,144,15,00:01:27.559,,
625,650,518,146,16,00:01:27.772,,
626,650,521,144,17,00:01:27.806,,
627,650,501,140,18,00:01:28.110,,
628,650,517,118,19,00:01:28.135,,
629,650,514,127,20,00:01:28.205,,
630,650,519,125,21,00:01:28.253,,
631,650,523,125,22,00:01:29.174,,
632,662,481,6,1,00:01:35.825,,
633,662,477,95,2,00:01:35.834,,
634,662,500,95,3,00:01:36.236,,
635,662,487,6,4,00:01:36.330,,
636,662,522,108,5,00:01:36.628,,
637,662,513,108,6,00:01:36.788,,
638,662,495,147,7,00:01:36.899,,
639,662,497,137,8,00:01:37.243,,
640,662,506,146,9,00:01:37.267,,
641,662,461,147,10,00:01:37.329,,
642,662,514,127,11,00:01:37.348,,
643,662,508,127,12,00:01:37.479,,
644,662,517,118,13,00:01:37.652,,
645,662,496,118,14,00:01:37.674,,
646,662,511,137,15,00:01:37.679,,
647,662,521,144,16,00:01:38.141,,
648,662,466,144,17,00:01:38.209,,
649,662,518,146,18,00:01:38.269,,
650,662,501,140,19,00:01:38.490,,
651,662,503,140,20,00:01:38.576,,
652,662,519,125,21,00:01:39.972,,
653,662,523,125,22,00:01:40.462,,
654,679,481,6,1,00:01:11.708,,
655,679,513,108,2,00:01:11.986,,
656,679,527,108,3,00:01:12.252,,
657,679,477,95,4,00:01:12.309,,
658,679,487,6,5,00:01:12.327,,
659,679,521,140,6,00:01:12.434,,
660,679,500,95,7,00:01:12.500,,
661,679,511,137,8,00:01:12.605,,
662,679,466,137,9,00:01:12.607,,
663,679,522,127,10,00:01:12.805,,
664,679,524,140,11,00:01:12.881,,
665,679,508,127,12,00:01:12.942,,
666,679,494,146,13,00:01:13.122,,
667,679,495,147,14,00:01:13.189,,
668,679,497,144,15,00:01:13.281,,
669,679,517,147,16,00:01:13.679,,
670,679,526,125,17,00:01:13.991,,
671,679,506,146,18,00:01:14.012,,
672,679,528,118,19,00:01:14.129,,
673,679,496,118,20,00:01:14.138,,
674,679,530,125,22,00:01:15.247,,
675,682,481,6,1,00:01:35.266,,
676,682,527,108,2,00:01:35.497,,
677,682,487,6,3,00:01:35.891,,
678,682,513,108,4,00:01:36.028,,
679,682,524,95,5,00:01:36.468,,
680,682,500,95,6,00:01:36.477,,
681,682,521,140,7,00:01:37.199,,
682,682,522,119,8,00:01:37.245,,
683,682,508,137,9,00:01:37.536,,
684,682,501,148,10,00:01:37.694,,
685,682,497,118,11,00:01:37.919,,
686,682,511,119,12,00:01:37.920,,
687,682,506,146,13,00:01:38.039,,
688,682,532,140,14,00:01:38.057,,
689,682,531,137,15,00:01:38.141,,
690,682,528,118,16,00:01:38.284,,
691,682,517,147,17,00:01:38.374,,
692,682,494,146,18,00:01:38.390,,
693,682,533,148,19,00:01:38.959,,
694,682,495,147,20,00:01:39.121,,
695,682,529,125,21,00:01:39.454,,
696,682,530,125,22,00:01:40.158,,
697,697,481,6,1,00:01:31.317,,
698,697,487,6,2,00:01:31.749,,
699,697,500,95,3,00:01:32.088,,
